"","Threshold","Bio_threshold","site","region","year","Hydro_Metric","Biol","Alteration_Current","Alteration_Current_direction"
"6075","Threshold25",0.92,207010,"Aliso",2003,"Q99","CSCI","Altered","High"
"6076","Threshold50",0.92,207010,"Aliso",2003,"Q99","CSCI","Altered","High"
"6077","Threshold75",0.92,207010,"Aliso",2003,"Q99","CSCI","Altered","High"
"6078","Threshold75",0.92,207010,"Aliso",2004,"Q99","CSCI","Altered","High"
"6079","Threshold50",0.94,207010,"Aliso",2005,"Q99","ASCI","Altered","High"
"6080","Threshold75",0.94,207010,"Aliso",2005,"Q99","ASCI","Altered","High"
"6081","Threshold25",0.92,207010,"Aliso",2005,"Q99","CSCI","Altered","High"
"6082","Threshold50",0.92,207010,"Aliso",2005,"Q99","CSCI","Altered","High"
"6083","Threshold75",0.92,207010,"Aliso",2005,"Q99","CSCI","Altered","High"
"6084","Threshold50",0.92,207010,"Aliso",2006,"Q99","CSCI","Altered","High"
"6085","Threshold75",0.92,207010,"Aliso",2006,"Q99","CSCI","Altered","High"
"6086","Threshold75",0.92,207010,"Aliso",2008,"Q99","CSCI","Altered","High"
"6087","Threshold50",0.92,207010,"Aliso",2009,"Q99","CSCI","Altered","High"
"6088","Threshold75",0.92,207010,"Aliso",2009,"Q99","CSCI","Altered","High"
"6089","Threshold75",0.94,207010,"Aliso",2010,"Q99","ASCI","Altered","High"
"6090","Threshold25",0.92,207010,"Aliso",2010,"Q99","CSCI","Altered","High"
"6091","Threshold50",0.92,207010,"Aliso",2010,"Q99","CSCI","Altered","High"
"6092","Threshold75",0.92,207010,"Aliso",2010,"Q99","CSCI","Altered","High"
"6093","Threshold75",0.94,207010,"Aliso",2011,"Q99","ASCI","Altered","High"
"6094","Threshold25",0.92,207010,"Aliso",2011,"Q99","CSCI","Altered","High"
"6095","Threshold50",0.92,207010,"Aliso",2011,"Q99","CSCI","Altered","High"
"6096","Threshold75",0.92,207010,"Aliso",2011,"Q99","CSCI","Altered","High"
"6097","Threshold75",0.92,207010,"Aliso",2012,"Q99","CSCI","Altered","High"
"6098","Threshold75",0.92,207010,"Aliso",2015,"Q99","CSCI","Altered","High"
"6099","Threshold75",0.94,207010,"Aliso",2017,"Q99","ASCI","Altered","High"
"6100","Threshold50",0.92,207010,"Aliso",2017,"Q99","CSCI","Altered","High"
"6101","Threshold75",0.92,207010,"Aliso",2017,"Q99","CSCI","Altered","High"
"6102","Threshold25",0.75,401070,"San Juan",1995,"SP_Dur","ASCI","Altered","High"
"6103","Threshold50",0.75,401070,"San Juan",1995,"SP_Dur","ASCI","Altered","High"
"6104","Threshold75",0.75,401070,"San Juan",1995,"SP_Dur","ASCI","Altered","High"
"6105","Threshold25",0.86,401070,"San Juan",1995,"SP_Dur","ASCI","Altered","High"
"6106","Threshold50",0.86,401070,"San Juan",1995,"SP_Dur","ASCI","Altered","High"
"6107","Threshold75",0.86,401070,"San Juan",1995,"SP_Dur","ASCI","Altered","High"
"6108","Threshold25",0.94,401070,"San Juan",1995,"SP_Dur","ASCI","Altered","High"
"6109","Threshold50",0.94,401070,"San Juan",1995,"SP_Dur","ASCI","Altered","High"
"6110","Threshold75",0.94,401070,"San Juan",1995,"SP_Dur","ASCI","Altered","High"
"6111","Threshold75",0.75,401070,"San Juan",1997,"DS_Dur_WS","ASCI","Altered","Low"
"6112","Threshold75",0.86,401070,"San Juan",1997,"DS_Dur_WS","ASCI","Altered","Low"
"6113","Threshold50",0.94,401070,"San Juan",1997,"DS_Dur_WS","ASCI","Altered","Low"
"6114","Threshold75",0.94,401070,"San Juan",1997,"DS_Dur_WS","ASCI","Altered","Low"
"6115","Threshold75",0.63,401070,"San Juan",1997,"DS_Dur_WS","CSCI","Altered","Low"
"6116","Threshold50",0.79,401070,"San Juan",1997,"DS_Dur_WS","CSCI","Altered","Low"
"6117","Threshold75",0.79,401070,"San Juan",1997,"DS_Dur_WS","CSCI","Altered","Low"
"6118","Threshold50",0.92,401070,"San Juan",1997,"DS_Dur_WS","CSCI","Altered","Low"
"6119","Threshold75",0.92,401070,"San Juan",1997,"DS_Dur_WS","CSCI","Altered","Low"
"6120","Threshold75",0.86,401070,"San Juan",2009,"SP_Dur","ASCI","Altered","Low"
"6121","Threshold75",0.94,401070,"San Juan",2009,"SP_Dur","ASCI","Altered","Low"
"6122","Threshold75",0.94,401070,"San Juan",2010,"DS_Dur_WS","ASCI","Altered","High"
"6123","Threshold25",0.92,401070,"San Juan",2010,"DS_Dur_WS","CSCI","Altered","High"
"6124","Threshold50",0.92,401070,"San Juan",2010,"DS_Dur_WS","CSCI","Altered","High"
"6125","Threshold75",0.92,401070,"San Juan",2010,"DS_Dur_WS","CSCI","Altered","High"
"6126","Threshold25",0.75,401070,"San Juan",2017,"SP_Dur","ASCI","Altered","High"
"6127","Threshold50",0.75,401070,"San Juan",2017,"SP_Dur","ASCI","Altered","High"
"6128","Threshold75",0.75,401070,"San Juan",2017,"SP_Dur","ASCI","Altered","High"
"6129","Threshold25",0.86,401070,"San Juan",2017,"SP_Dur","ASCI","Altered","High"
"6130","Threshold50",0.86,401070,"San Juan",2017,"SP_Dur","ASCI","Altered","High"
"6131","Threshold75",0.86,401070,"San Juan",2017,"SP_Dur","ASCI","Altered","High"
"6132","Threshold25",0.94,401070,"San Juan",2017,"SP_Dur","ASCI","Altered","High"
"6133","Threshold50",0.94,401070,"San Juan",2017,"SP_Dur","ASCI","Altered","High"
"6134","Threshold75",0.94,401070,"San Juan",2017,"SP_Dur","ASCI","Altered","High"
"6135","Threshold75",0.75,401080,"San Juan",1994,"DS_Dur_WS","ASCI","Altered","High"
"6136","Threshold75",0.86,401080,"San Juan",1994,"DS_Dur_WS","ASCI","Altered","High"
"6137","Threshold25",0.94,401080,"San Juan",1994,"DS_Dur_WS","ASCI","Altered","High"
"6138","Threshold50",0.94,401080,"San Juan",1994,"DS_Dur_WS","ASCI","Altered","High"
"6139","Threshold75",0.94,401080,"San Juan",1994,"DS_Dur_WS","ASCI","Altered","High"
"6140","Threshold50",0.79,401080,"San Juan",1994,"DS_Dur_WS","CSCI","Altered","High"
"6141","Threshold75",0.79,401080,"San Juan",1994,"DS_Dur_WS","CSCI","Altered","High"
"6142","Threshold25",0.92,401080,"San Juan",1994,"DS_Dur_WS","CSCI","Altered","High"
"6143","Threshold50",0.92,401080,"San Juan",1994,"DS_Dur_WS","CSCI","Altered","High"
"6144","Threshold75",0.92,401080,"San Juan",1994,"DS_Dur_WS","CSCI","Altered","High"
"6145","Threshold50",0.75,401080,"San Juan",1994,"SP_Dur","ASCI","Altered","Low"
"6146","Threshold75",0.75,401080,"San Juan",1994,"SP_Dur","ASCI","Altered","Low"
"6147","Threshold25",0.86,401080,"San Juan",1994,"SP_Dur","ASCI","Altered","Low"
"6148","Threshold50",0.86,401080,"San Juan",1994,"SP_Dur","ASCI","Altered","Low"
"6149","Threshold75",0.86,401080,"San Juan",1994,"SP_Dur","ASCI","Altered","Low"
"6150","Threshold25",0.94,401080,"San Juan",1994,"SP_Dur","ASCI","Altered","Low"
"6151","Threshold50",0.94,401080,"San Juan",1994,"SP_Dur","ASCI","Altered","Low"
"6152","Threshold75",0.94,401080,"San Juan",1994,"SP_Dur","ASCI","Altered","Low"
"6153","Threshold50",0.63,401080,"San Juan",1994,"SP_Tim","CSCI","Altered","High"
"6154","Threshold75",0.63,401080,"San Juan",1994,"SP_Tim","CSCI","Altered","High"
"6155","Threshold25",0.79,401080,"San Juan",1994,"SP_Tim","CSCI","Altered","High"
"6156","Threshold50",0.79,401080,"San Juan",1994,"SP_Tim","CSCI","Altered","High"
"6157","Threshold75",0.79,401080,"San Juan",1994,"SP_Tim","CSCI","Altered","High"
"6158","Threshold25",0.92,401080,"San Juan",1994,"SP_Tim","CSCI","Altered","High"
"6159","Threshold50",0.92,401080,"San Juan",1994,"SP_Tim","CSCI","Altered","High"
"6160","Threshold75",0.92,401080,"San Juan",1994,"SP_Tim","CSCI","Altered","High"
"6161","Threshold50",0.75,401080,"San Juan",1995,"DS_Dur_WS","ASCI","Altered","Low"
"6162","Threshold75",0.75,401080,"San Juan",1995,"DS_Dur_WS","ASCI","Altered","Low"
"6163","Threshold50",0.86,401080,"San Juan",1995,"DS_Dur_WS","ASCI","Altered","Low"
"6164","Threshold75",0.86,401080,"San Juan",1995,"DS_Dur_WS","ASCI","Altered","Low"
"6165","Threshold50",0.94,401080,"San Juan",1995,"DS_Dur_WS","ASCI","Altered","Low"
"6166","Threshold75",0.94,401080,"San Juan",1995,"DS_Dur_WS","ASCI","Altered","Low"
"6167","Threshold50",0.63,401080,"San Juan",1995,"DS_Dur_WS","CSCI","Altered","Low"
"6168","Threshold75",0.63,401080,"San Juan",1995,"DS_Dur_WS","CSCI","Altered","Low"
"6169","Threshold50",0.79,401080,"San Juan",1995,"DS_Dur_WS","CSCI","Altered","Low"
"6170","Threshold75",0.79,401080,"San Juan",1995,"DS_Dur_WS","CSCI","Altered","Low"
"6171","Threshold25",0.92,401080,"San Juan",1995,"DS_Dur_WS","CSCI","Altered","Low"
"6172","Threshold50",0.92,401080,"San Juan",1995,"DS_Dur_WS","CSCI","Altered","Low"
"6173","Threshold75",0.92,401080,"San Juan",1995,"DS_Dur_WS","CSCI","Altered","Low"
"6174","Threshold25",0.75,401080,"San Juan",1995,"SP_Dur","ASCI","Altered","High"
"6175","Threshold50",0.75,401080,"San Juan",1995,"SP_Dur","ASCI","Altered","High"
"6176","Threshold75",0.75,401080,"San Juan",1995,"SP_Dur","ASCI","Altered","High"
"6177","Threshold25",0.86,401080,"San Juan",1995,"SP_Dur","ASCI","Altered","High"
"6178","Threshold50",0.86,401080,"San Juan",1995,"SP_Dur","ASCI","Altered","High"
"6179","Threshold75",0.86,401080,"San Juan",1995,"SP_Dur","ASCI","Altered","High"
"6180","Threshold25",0.94,401080,"San Juan",1995,"SP_Dur","ASCI","Altered","High"
"6181","Threshold50",0.94,401080,"San Juan",1995,"SP_Dur","ASCI","Altered","High"
"6182","Threshold75",0.94,401080,"San Juan",1995,"SP_Dur","ASCI","Altered","High"
"6183","Threshold75",0.94,401080,"San Juan",1996,"DS_Dur_WS","ASCI","Altered","High"
"6184","Threshold25",0.92,401080,"San Juan",1996,"DS_Dur_WS","CSCI","Altered","High"
"6185","Threshold50",0.92,401080,"San Juan",1996,"DS_Dur_WS","CSCI","Altered","High"
"6186","Threshold75",0.92,401080,"San Juan",1996,"DS_Dur_WS","CSCI","Altered","High"
"6187","Threshold50",0.75,401080,"San Juan",1996,"SP_Dur","ASCI","Altered","Low"
"6188","Threshold75",0.75,401080,"San Juan",1996,"SP_Dur","ASCI","Altered","Low"
"6189","Threshold50",0.86,401080,"San Juan",1996,"SP_Dur","ASCI","Altered","Low"
"6190","Threshold75",0.86,401080,"San Juan",1996,"SP_Dur","ASCI","Altered","Low"
"6191","Threshold25",0.94,401080,"San Juan",1996,"SP_Dur","ASCI","Altered","Low"
"6192","Threshold50",0.94,401080,"San Juan",1996,"SP_Dur","ASCI","Altered","Low"
"6193","Threshold75",0.94,401080,"San Juan",1996,"SP_Dur","ASCI","Altered","Low"
"6194","Threshold25",0.63,401080,"San Juan",1996,"SP_Tim","CSCI","Altered","High"
"6195","Threshold50",0.63,401080,"San Juan",1996,"SP_Tim","CSCI","Altered","High"
"6196","Threshold75",0.63,401080,"San Juan",1996,"SP_Tim","CSCI","Altered","High"
"6197","Threshold25",0.79,401080,"San Juan",1996,"SP_Tim","CSCI","Altered","High"
"6198","Threshold50",0.79,401080,"San Juan",1996,"SP_Tim","CSCI","Altered","High"
"6199","Threshold75",0.79,401080,"San Juan",1996,"SP_Tim","CSCI","Altered","High"
"6200","Threshold25",0.92,401080,"San Juan",1996,"SP_Tim","CSCI","Altered","High"
"6201","Threshold50",0.92,401080,"San Juan",1996,"SP_Tim","CSCI","Altered","High"
"6202","Threshold75",0.92,401080,"San Juan",1996,"SP_Tim","CSCI","Altered","High"
"6203","Threshold75",0.75,401080,"San Juan",1997,"DS_Dur_WS","ASCI","Altered","Low"
"6204","Threshold75",0.86,401080,"San Juan",1997,"DS_Dur_WS","ASCI","Altered","Low"
"6205","Threshold75",0.94,401080,"San Juan",1997,"DS_Dur_WS","ASCI","Altered","Low"
"6206","Threshold75",0.63,401080,"San Juan",1997,"DS_Dur_WS","CSCI","Altered","Low"
"6207","Threshold50",0.79,401080,"San Juan",1997,"DS_Dur_WS","CSCI","Altered","Low"
"6208","Threshold75",0.79,401080,"San Juan",1997,"DS_Dur_WS","CSCI","Altered","Low"
"6209","Threshold50",0.92,401080,"San Juan",1997,"DS_Dur_WS","CSCI","Altered","Low"
"6210","Threshold75",0.92,401080,"San Juan",1997,"DS_Dur_WS","CSCI","Altered","Low"
"6211","Threshold25",0.75,401080,"San Juan",1999,"SP_Dur","ASCI","Altered","Low"
"6212","Threshold50",0.75,401080,"San Juan",1999,"SP_Dur","ASCI","Altered","Low"
"6213","Threshold75",0.75,401080,"San Juan",1999,"SP_Dur","ASCI","Altered","Low"
"6214","Threshold25",0.86,401080,"San Juan",1999,"SP_Dur","ASCI","Altered","Low"
"6215","Threshold50",0.86,401080,"San Juan",1999,"SP_Dur","ASCI","Altered","Low"
"6216","Threshold75",0.86,401080,"San Juan",1999,"SP_Dur","ASCI","Altered","Low"
"6217","Threshold25",0.94,401080,"San Juan",1999,"SP_Dur","ASCI","Altered","Low"
"6218","Threshold50",0.94,401080,"San Juan",1999,"SP_Dur","ASCI","Altered","Low"
"6219","Threshold75",0.94,401080,"San Juan",1999,"SP_Dur","ASCI","Altered","Low"
"6220","Threshold25",0.63,401080,"San Juan",1999,"SP_Tim","CSCI","Altered","High"
"6221","Threshold50",0.63,401080,"San Juan",1999,"SP_Tim","CSCI","Altered","High"
"6222","Threshold75",0.63,401080,"San Juan",1999,"SP_Tim","CSCI","Altered","High"
"6223","Threshold25",0.79,401080,"San Juan",1999,"SP_Tim","CSCI","Altered","High"
"6224","Threshold50",0.79,401080,"San Juan",1999,"SP_Tim","CSCI","Altered","High"
"6225","Threshold75",0.79,401080,"San Juan",1999,"SP_Tim","CSCI","Altered","High"
"6226","Threshold25",0.92,401080,"San Juan",1999,"SP_Tim","CSCI","Altered","High"
"6227","Threshold50",0.92,401080,"San Juan",1999,"SP_Tim","CSCI","Altered","High"
"6228","Threshold75",0.92,401080,"San Juan",1999,"SP_Tim","CSCI","Altered","High"
"6229","Threshold50",0.75,401080,"San Juan",2000,"SP_Dur","ASCI","Altered","Low"
"6230","Threshold75",0.75,401080,"San Juan",2000,"SP_Dur","ASCI","Altered","Low"
"6231","Threshold25",0.86,401080,"San Juan",2000,"SP_Dur","ASCI","Altered","Low"
"6232","Threshold50",0.86,401080,"San Juan",2000,"SP_Dur","ASCI","Altered","Low"
"6233","Threshold75",0.86,401080,"San Juan",2000,"SP_Dur","ASCI","Altered","Low"
"6234","Threshold25",0.94,401080,"San Juan",2000,"SP_Dur","ASCI","Altered","Low"
"6235","Threshold50",0.94,401080,"San Juan",2000,"SP_Dur","ASCI","Altered","Low"
"6236","Threshold75",0.94,401080,"San Juan",2000,"SP_Dur","ASCI","Altered","Low"
"6237","Threshold50",0.63,401080,"San Juan",2000,"SP_Tim","CSCI","Altered","High"
"6238","Threshold75",0.63,401080,"San Juan",2000,"SP_Tim","CSCI","Altered","High"
"6239","Threshold25",0.79,401080,"San Juan",2000,"SP_Tim","CSCI","Altered","High"
"6240","Threshold50",0.79,401080,"San Juan",2000,"SP_Tim","CSCI","Altered","High"
"6241","Threshold75",0.79,401080,"San Juan",2000,"SP_Tim","CSCI","Altered","High"
"6242","Threshold25",0.92,401080,"San Juan",2000,"SP_Tim","CSCI","Altered","High"
"6243","Threshold50",0.92,401080,"San Juan",2000,"SP_Tim","CSCI","Altered","High"
"6244","Threshold75",0.92,401080,"San Juan",2000,"SP_Tim","CSCI","Altered","High"
"6245","Threshold75",0.75,401080,"San Juan",2001,"DS_Dur_WS","ASCI","Altered","High"
"6246","Threshold75",0.86,401080,"San Juan",2001,"DS_Dur_WS","ASCI","Altered","High"
"6247","Threshold25",0.94,401080,"San Juan",2001,"DS_Dur_WS","ASCI","Altered","High"
"6248","Threshold50",0.94,401080,"San Juan",2001,"DS_Dur_WS","ASCI","Altered","High"
"6249","Threshold75",0.94,401080,"San Juan",2001,"DS_Dur_WS","ASCI","Altered","High"
"6250","Threshold50",0.79,401080,"San Juan",2001,"DS_Dur_WS","CSCI","Altered","High"
"6251","Threshold75",0.79,401080,"San Juan",2001,"DS_Dur_WS","CSCI","Altered","High"
"6252","Threshold25",0.92,401080,"San Juan",2001,"DS_Dur_WS","CSCI","Altered","High"
"6253","Threshold50",0.92,401080,"San Juan",2001,"DS_Dur_WS","CSCI","Altered","High"
"6254","Threshold75",0.92,401080,"San Juan",2001,"DS_Dur_WS","CSCI","Altered","High"
"6255","Threshold50",0.75,401080,"San Juan",2001,"SP_Dur","ASCI","Altered","Low"
"6256","Threshold75",0.75,401080,"San Juan",2001,"SP_Dur","ASCI","Altered","Low"
"6257","Threshold25",0.86,401080,"San Juan",2001,"SP_Dur","ASCI","Altered","Low"
"6258","Threshold50",0.86,401080,"San Juan",2001,"SP_Dur","ASCI","Altered","Low"
"6259","Threshold75",0.86,401080,"San Juan",2001,"SP_Dur","ASCI","Altered","Low"
"6260","Threshold25",0.94,401080,"San Juan",2001,"SP_Dur","ASCI","Altered","Low"
"6261","Threshold50",0.94,401080,"San Juan",2001,"SP_Dur","ASCI","Altered","Low"
"6262","Threshold75",0.94,401080,"San Juan",2001,"SP_Dur","ASCI","Altered","Low"
"6263","Threshold25",0.63,401080,"San Juan",2001,"SP_Tim","CSCI","Altered","High"
"6264","Threshold50",0.63,401080,"San Juan",2001,"SP_Tim","CSCI","Altered","High"
"6265","Threshold75",0.63,401080,"San Juan",2001,"SP_Tim","CSCI","Altered","High"
"6266","Threshold25",0.79,401080,"San Juan",2001,"SP_Tim","CSCI","Altered","High"
"6267","Threshold50",0.79,401080,"San Juan",2001,"SP_Tim","CSCI","Altered","High"
"6268","Threshold75",0.79,401080,"San Juan",2001,"SP_Tim","CSCI","Altered","High"
"6269","Threshold25",0.92,401080,"San Juan",2001,"SP_Tim","CSCI","Altered","High"
"6270","Threshold50",0.92,401080,"San Juan",2001,"SP_Tim","CSCI","Altered","High"
"6271","Threshold75",0.92,401080,"San Juan",2001,"SP_Tim","CSCI","Altered","High"
"6272","Threshold25",0.75,401080,"San Juan",2002,"SP_Dur","ASCI","Altered","Low"
"6273","Threshold50",0.75,401080,"San Juan",2002,"SP_Dur","ASCI","Altered","Low"
"6274","Threshold75",0.75,401080,"San Juan",2002,"SP_Dur","ASCI","Altered","Low"
"6275","Threshold25",0.86,401080,"San Juan",2002,"SP_Dur","ASCI","Altered","Low"
"6276","Threshold50",0.86,401080,"San Juan",2002,"SP_Dur","ASCI","Altered","Low"
"6277","Threshold75",0.86,401080,"San Juan",2002,"SP_Dur","ASCI","Altered","Low"
"6278","Threshold25",0.94,401080,"San Juan",2002,"SP_Dur","ASCI","Altered","Low"
"6279","Threshold50",0.94,401080,"San Juan",2002,"SP_Dur","ASCI","Altered","Low"
"6280","Threshold75",0.94,401080,"San Juan",2002,"SP_Dur","ASCI","Altered","Low"
"6281","Threshold25",0.63,401080,"San Juan",2002,"SP_Tim","CSCI","Altered","High"
"6282","Threshold50",0.63,401080,"San Juan",2002,"SP_Tim","CSCI","Altered","High"
"6283","Threshold75",0.63,401080,"San Juan",2002,"SP_Tim","CSCI","Altered","High"
"6284","Threshold25",0.79,401080,"San Juan",2002,"SP_Tim","CSCI","Altered","High"
"6285","Threshold50",0.79,401080,"San Juan",2002,"SP_Tim","CSCI","Altered","High"
"6286","Threshold75",0.79,401080,"San Juan",2002,"SP_Tim","CSCI","Altered","High"
"6287","Threshold25",0.92,401080,"San Juan",2002,"SP_Tim","CSCI","Altered","High"
"6288","Threshold50",0.92,401080,"San Juan",2002,"SP_Tim","CSCI","Altered","High"
"6289","Threshold75",0.92,401080,"San Juan",2002,"SP_Tim","CSCI","Altered","High"
"6290","Threshold50",0.75,401080,"San Juan",2004,"SP_Dur","ASCI","Altered","Low"
"6291","Threshold75",0.75,401080,"San Juan",2004,"SP_Dur","ASCI","Altered","Low"
"6292","Threshold50",0.86,401080,"San Juan",2004,"SP_Dur","ASCI","Altered","Low"
"6293","Threshold75",0.86,401080,"San Juan",2004,"SP_Dur","ASCI","Altered","Low"
"6294","Threshold25",0.94,401080,"San Juan",2004,"SP_Dur","ASCI","Altered","Low"
"6295","Threshold50",0.94,401080,"San Juan",2004,"SP_Dur","ASCI","Altered","Low"
"6296","Threshold75",0.94,401080,"San Juan",2004,"SP_Dur","ASCI","Altered","Low"
"6297","Threshold75",0.92,401080,"San Juan",2004,"SP_Tim","CSCI","Altered","High"
"6298","Threshold25",0.75,401080,"San Juan",2005,"DS_Dur_WS","ASCI","Altered","High"
"6299","Threshold50",0.75,401080,"San Juan",2005,"DS_Dur_WS","ASCI","Altered","High"
"6300","Threshold75",0.75,401080,"San Juan",2005,"DS_Dur_WS","ASCI","Altered","High"
"6301","Threshold25",0.86,401080,"San Juan",2005,"DS_Dur_WS","ASCI","Altered","High"
"6302","Threshold50",0.86,401080,"San Juan",2005,"DS_Dur_WS","ASCI","Altered","High"
"6303","Threshold75",0.86,401080,"San Juan",2005,"DS_Dur_WS","ASCI","Altered","High"
"6304","Threshold25",0.94,401080,"San Juan",2005,"DS_Dur_WS","ASCI","Altered","High"
"6305","Threshold50",0.94,401080,"San Juan",2005,"DS_Dur_WS","ASCI","Altered","High"
"6306","Threshold75",0.94,401080,"San Juan",2005,"DS_Dur_WS","ASCI","Altered","High"
"6307","Threshold50",0.63,401080,"San Juan",2005,"DS_Dur_WS","CSCI","Altered","High"
"6308","Threshold75",0.63,401080,"San Juan",2005,"DS_Dur_WS","CSCI","Altered","High"
"6309","Threshold25",0.79,401080,"San Juan",2005,"DS_Dur_WS","CSCI","Altered","High"
"6310","Threshold50",0.79,401080,"San Juan",2005,"DS_Dur_WS","CSCI","Altered","High"
"6311","Threshold75",0.79,401080,"San Juan",2005,"DS_Dur_WS","CSCI","Altered","High"
"6312","Threshold25",0.92,401080,"San Juan",2005,"DS_Dur_WS","CSCI","Altered","High"
"6313","Threshold50",0.92,401080,"San Juan",2005,"DS_Dur_WS","CSCI","Altered","High"
"6314","Threshold75",0.92,401080,"San Juan",2005,"DS_Dur_WS","CSCI","Altered","High"
"6315","Threshold75",0.75,401080,"San Juan",2006,"SP_Dur","ASCI","Altered","High"
"6316","Threshold50",0.86,401080,"San Juan",2006,"SP_Dur","ASCI","Altered","High"
"6317","Threshold75",0.86,401080,"San Juan",2006,"SP_Dur","ASCI","Altered","High"
"6318","Threshold50",0.94,401080,"San Juan",2006,"SP_Dur","ASCI","Altered","High"
"6319","Threshold75",0.94,401080,"San Juan",2006,"SP_Dur","ASCI","Altered","High"
"6320","Threshold75",0.86,401080,"San Juan",2008,"DS_Dur_WS","ASCI","Altered","High"
"6321","Threshold50",0.94,401080,"San Juan",2008,"DS_Dur_WS","ASCI","Altered","High"
"6322","Threshold75",0.94,401080,"San Juan",2008,"DS_Dur_WS","ASCI","Altered","High"
"6323","Threshold75",0.79,401080,"San Juan",2008,"DS_Dur_WS","CSCI","Altered","High"
"6324","Threshold25",0.92,401080,"San Juan",2008,"DS_Dur_WS","CSCI","Altered","High"
"6325","Threshold50",0.92,401080,"San Juan",2008,"DS_Dur_WS","CSCI","Altered","High"
"6326","Threshold75",0.92,401080,"San Juan",2008,"DS_Dur_WS","CSCI","Altered","High"
"6327","Threshold25",0.75,401080,"San Juan",2008,"SP_Dur","ASCI","Altered","Low"
"6328","Threshold50",0.75,401080,"San Juan",2008,"SP_Dur","ASCI","Altered","Low"
"6329","Threshold75",0.75,401080,"San Juan",2008,"SP_Dur","ASCI","Altered","Low"
"6330","Threshold25",0.86,401080,"San Juan",2008,"SP_Dur","ASCI","Altered","Low"
"6331","Threshold50",0.86,401080,"San Juan",2008,"SP_Dur","ASCI","Altered","Low"
"6332","Threshold75",0.86,401080,"San Juan",2008,"SP_Dur","ASCI","Altered","Low"
"6333","Threshold25",0.94,401080,"San Juan",2008,"SP_Dur","ASCI","Altered","Low"
"6334","Threshold50",0.94,401080,"San Juan",2008,"SP_Dur","ASCI","Altered","Low"
"6335","Threshold75",0.94,401080,"San Juan",2008,"SP_Dur","ASCI","Altered","Low"
"6336","Threshold25",0.63,401080,"San Juan",2008,"SP_Tim","CSCI","Altered","High"
"6337","Threshold50",0.63,401080,"San Juan",2008,"SP_Tim","CSCI","Altered","High"
"6338","Threshold75",0.63,401080,"San Juan",2008,"SP_Tim","CSCI","Altered","High"
"6339","Threshold25",0.79,401080,"San Juan",2008,"SP_Tim","CSCI","Altered","High"
"6340","Threshold50",0.79,401080,"San Juan",2008,"SP_Tim","CSCI","Altered","High"
"6341","Threshold75",0.79,401080,"San Juan",2008,"SP_Tim","CSCI","Altered","High"
"6342","Threshold25",0.92,401080,"San Juan",2008,"SP_Tim","CSCI","Altered","High"
"6343","Threshold50",0.92,401080,"San Juan",2008,"SP_Tim","CSCI","Altered","High"
"6344","Threshold75",0.92,401080,"San Juan",2008,"SP_Tim","CSCI","Altered","High"
"6345","Threshold75",0.92,401080,"San Juan",2009,"DS_Dur_WS","CSCI","Altered","Low"
"6346","Threshold50",0.94,401080,"San Juan",2010,"DS_Dur_WS","ASCI","Altered","High"
"6347","Threshold75",0.94,401080,"San Juan",2010,"DS_Dur_WS","ASCI","Altered","High"
"6348","Threshold25",0.92,401080,"San Juan",2010,"DS_Dur_WS","CSCI","Altered","High"
"6349","Threshold50",0.92,401080,"San Juan",2010,"DS_Dur_WS","CSCI","Altered","High"
"6350","Threshold75",0.92,401080,"San Juan",2010,"DS_Dur_WS","CSCI","Altered","High"
"6351","Threshold75",0.94,401080,"San Juan",2010,"SP_Dur","ASCI","Altered","Low"
"6352","Threshold50",0.63,401080,"San Juan",2012,"SP_Tim","CSCI","Altered","High"
"6353","Threshold75",0.63,401080,"San Juan",2012,"SP_Tim","CSCI","Altered","High"
"6354","Threshold25",0.79,401080,"San Juan",2012,"SP_Tim","CSCI","Altered","High"
"6355","Threshold50",0.79,401080,"San Juan",2012,"SP_Tim","CSCI","Altered","High"
"6356","Threshold75",0.79,401080,"San Juan",2012,"SP_Tim","CSCI","Altered","High"
"6357","Threshold25",0.92,401080,"San Juan",2012,"SP_Tim","CSCI","Altered","High"
"6358","Threshold50",0.92,401080,"San Juan",2012,"SP_Tim","CSCI","Altered","High"
"6359","Threshold75",0.92,401080,"San Juan",2012,"SP_Tim","CSCI","Altered","High"
"6360","Threshold50",0.75,401080,"San Juan",2013,"SP_Dur","ASCI","Altered","Low"
"6361","Threshold75",0.75,401080,"San Juan",2013,"SP_Dur","ASCI","Altered","Low"
"6362","Threshold25",0.86,401080,"San Juan",2013,"SP_Dur","ASCI","Altered","Low"
"6363","Threshold50",0.86,401080,"San Juan",2013,"SP_Dur","ASCI","Altered","Low"
"6364","Threshold75",0.86,401080,"San Juan",2013,"SP_Dur","ASCI","Altered","Low"
"6365","Threshold25",0.94,401080,"San Juan",2013,"SP_Dur","ASCI","Altered","Low"
"6366","Threshold50",0.94,401080,"San Juan",2013,"SP_Dur","ASCI","Altered","Low"
"6367","Threshold75",0.94,401080,"San Juan",2013,"SP_Dur","ASCI","Altered","Low"
"6368","Threshold25",0.63,401080,"San Juan",2013,"SP_Tim","CSCI","Altered","High"
"6369","Threshold50",0.63,401080,"San Juan",2013,"SP_Tim","CSCI","Altered","High"
"6370","Threshold75",0.63,401080,"San Juan",2013,"SP_Tim","CSCI","Altered","High"
